eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85150287904,,,,ON THE BOTTLENECK OF GRAPH NEURAL NETWORKS AND ITS PRACTICAL IMPLICATIONS,cp,Conference Paper,Alon U.,,Technion,,Israel,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,26,0,,,,,
2-s2.0-85150287816,,,,WAVEGRAD: ESTIMATING GRADIENTS FOR WAVEFORM GENERATION,cp,Conference Paper,Chen N.,,Johns Hopkins University,Baltimore,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,33,0,,,,,
2-s2.0-85150287233,,,,DATASET META-LEARNING FROM KERNEL RIDGE-REGRESSION,cp,Conference Paper,Nguyen T.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150287185,,,,LONG-TAILED RECOGNITION BY ROUTING DIVERSE DISTRIBUTION-AWARE EXPERTS,cp,Conference Paper,Wang X.,,"University of California, Berkeley",Berkeley,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,40,0,,,,,
2-s2.0-85150286480,,,,MULTI-CLASS UNCERTAINTY CALIBRATION VIA MUTUAL INFORMATION MAXIMIZATION-BASED BINNING,cp,Conference Paper,Patel K.,,Universität Stuttgart;Bosch Center for Artificial Intelligence,Stuttgart;Renningen,Germany;Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150286467,,,,LEARNING ACCURATE ENTROPY MODEL WITH GLOBAL REFERENCE FOR IMAGE COMPRESSION,cp,Conference Paper,Qian Y.,,Alibaba Group Holding Limited,Yu Hang,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150286117,,,,UNCERTAINTY IN GRADIENT BOOSTING VIA ENSEMBLES,cp,Conference Paper,Malinin A.,,HSE University,Moscow,Russian Federation,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85150286097,,,,GEOMETRY-AWARE GRADIENT ALGORITHMS FOR NEURAL ARCHITECTURE SEARCH,cp,Conference Paper,Li L.,,Determined AI,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85150286096,,,,WASSERSTEIN EMBEDDING FOR GRAPH LEARNING,cp,Conference Paper,Kolouri S.,,HRL Laboratories,Malibu,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85150286094,,,,EXPLAINABLE SUBGRAPH REASONING FOR FORECASTING ON TEMPORAL KNOWLEDGE GRAPHS,cp,Conference Paper,Han Z.,,Siemens AG,Munich,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,17,0,,,,,
2-s2.0-85150285495,,,,FEDBE: MAKING BAYESIAN MODEL ENSEMBLE APPLICABLE TO FEDERATED LEARNING,cp,Conference Paper,Chen H.Y.,,The Ohio State University,Columbus,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,19,0,,,,,
2-s2.0-85150284808,,,,DISCOVERING DIVERSE MULTI-AGENT STRATEGIC BEHAVIOR VIA REWARD RANDOMIZATION,cp,Conference Paper,Tang Z.,,Tsinghua University;Peking University,Beijing;Beijing,China;China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150284023,,,,BAG OF TRICKS FOR ADVERSARIAL TRAINING,cp,Conference Paper,Pang T.,,Beijing National Research Center for Information Science and Technology,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,32,0,,,,,
2-s2.0-85150283956,,,,HYPERBOLIC NEURAL NETWORKS++,cp,Conference Paper,Shimizu R.,,The University of Tokyo,Tokyo,Japan,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,21,0,,,,,
2-s2.0-85150283944,,,,MORE OR LESS: WHEN AND HOW TO BUILD CONVOLUTIONAL NEURAL NETWORK ENSEMBLES,cp,Conference Paper,Wasay A.,,Harvard University,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150283497,,,,HW-NAS-BENCH: HARDWARE-AWARE NEURAL ARCHITECTURE SEARCH BENCHMARK,cp,Conference Paper,Li C.,,Rice University,Houston,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,18,0,,,,,
2-s2.0-85150283187,,,,Graph Convolution with Low-rank Learn-able Local Filters,cp,Conference Paper,Cheng X.,,Duke University,Durham,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150283092,,,,RETHINKING EMBEDDING COUPLING IN PRE-TRAINED LANGUAGE MODELS,cp,Conference Paper,Chung H.W.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,32,0,,,,,
2-s2.0-85150283035,,,,VIEWMAKER NETWORKS: LEARNING VIEWS FOR UNSUPERVISED REPRESENTATION LEARNING,cp,Conference Paper,Tamkin A.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150283005,,,,CORRECTING EXPERIENCE REPLAY FOR MULTI-AGENT COMMUNICATION,cp,Conference Paper,Ahilan S.,,Gatsby Computational Neuroscience Unit,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150282938,,,,GRADIENT PROJECTION MEMORY FOR CONTINUAL LEARNING,cp,Conference Paper,Saha G.,,Purdue University,Ringgold,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,33,0,,,,,
2-s2.0-85150282934,,,,SINGLE-PHOTON IMAGE CLASSIFICATION,cp,Conference Paper,Anonymous ,,,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150282825,,,,DIRECTION MATTERS: ON THE IMPLICIT BIAS OF STOCHASTIC GRADIENT DESCENT WITH MODERATE LEARNING RATE,cp,Conference Paper,Wu J.,,Johns Hopkins University,Baltimore,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150282488,,,,SLICED KERNELIZED STEIN DISCREPANCY,cp,Conference Paper,Gong W.,,University of Cambridge,Cambridge,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150282365,,,,DISCOVERING NON-MONOTONIC AUTOREGRESSIVE ORDERINGS WITH VARIATIONAL INFERENCE,cp,Conference Paper,Li X.,,"University of California, Berkeley",Berkeley,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150282144,,,,COCO: CONTROLLABLE COUNTERFACTUALS FOR EVALUATING DIALOGUE STATE TRACKERS,cp,Conference Paper,Li S.,,"University of California, Santa Barbara",Santa Barbara,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150281869,,,,CT-NET: CHANNEL TENSORIZATION NETWORK FOR VIDEO CLASSIFICATION,cp,Conference Paper,Li K.,,Shenzhen Institute of Advanced Technology;University of Chinese Academy of Sciences,Shenzhen;Beijing,China;China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85150281689,,,,UNDERSTANDING THE FAILURE MODES OF OUT-OF-DISTRIBUTION GENERALIZATION,cp,Conference Paper,Nagarajan V.,,Carnegie Mellon University,Pittsburgh,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150281468,,,,THE INDUCTIVE BIAS OF RELU NETWORKS ON ORTHOGONALLY SEPARABLE DATA,cp,Conference Paper,Phuong M.,,Institute of Science and Technology Austria (ISTA),Klosterneuburg,Austria,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150281364,,,,DIFFWAVE: A VERSATILE DIFFUSION MODEL FOR AUDIO SYNTHESIS,cp,Conference Paper,Kong Z.,,"Baidu, Inc.;University of California, San Diego",Beijing;San Diego,China;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,46,0,,,,,
2-s2.0-85150281324,,,,NEURAL PRUNING VIA GROWING REGULARIZATION,cp,Conference Paper,Wang H.,,Northeastern University,Boston,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85150281117,,,,RANDOMIZED ENSEMBLED DOUBLE Q-LEARNING: LEARNING FAST WITHOUT A MODEL,cp,Conference Paper,Chen X.,,NYU Shanghai,Shanghai,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85150280991,,,,COCON: A SELF-SUPERVISED APPROACH FOR CONTROLLED TEXT GENERATION,cp,Conference Paper,Chan A.,,Nanyang Technological University,Singapore City,Singapore,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85150280865,,,,PREDICTING CLASSIFICATION ACCURACY WHEN ADDING NEW UNOBSERVED CLASSES,cp,Conference Paper,Slavutsky Y.,,Hebrew University of Jerusalem,Jerusalem,Israel,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150280680,,,,COLLECTIVE ROBUSTNESS CERTIFICATES: EXPLOITING INTERDEPENDENCE IN GRAPH NEURAL NETWORKS,cp,Conference Paper,Schuchardt J.,,Technische Universität München,Munich,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150280661,,,,TOWARDS ROBUST NEURAL NETWORKS VIA CLOSE-LOOP CONTROL,cp,Conference Paper,Chen Z.,,"University of California, Santa Barbara",Santa Barbara,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150280635,,,,NEURAL SYNTHESIS OF BINAURAL SPEECH FROM MONO AUDIO,cp,Conference Paper,Richard A.,,"Facebook, Inc.",Menlo Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150280083,,,,FREE LUNCH FOR FEW-SHOT LEARNING: DISTRIBUTION CALIBRATION,cp,Conference Paper,Yang S.,,University of Technology Sydney,Sydney,Australia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,96,0,,,,,
2-s2.0-85150280072,,,,A MATHEMATICAL EXPLORATION OF WHY LANGUAGE MODELS HELP SOLVE DOWNSTREAM TASKS,cp,Conference Paper,Saunshi N.,,Princeton University,Princeton,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150278991,,,,GRADIENT VACCINE: INVESTIGATING AND IMPROVING MULTI-TASK OPTIMIZATION IN MASSIVELY MULTILINGUAL MODELS,cp,Conference Paper,Wang Z.,,Carnegie Mellon University;Google LLC,Pittsburgh;Mountain View,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,15,0,,,,,
2-s2.0-85150278974,,,,GENERATIVE TIME-SERIES MODELING WITH FOURIER FLOWS,cp,Conference Paper,Alaa A.M.,,"University of California, Los Angeles",Los Angeles,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,0,0,,,,,
2-s2.0-85150278929,,,,A BLOCK MINIFLOAT REPRESENTATION FOR TRAINING DEEP NEURAL NETWORKS,cp,Conference Paper,Fox S.,,Faculty of Engineering,Sydney,Australia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150278807,,,,ZERO-COST PROXIES FOR LIGHTWEIGHT NAS,cp,Conference Paper,Abdelfattah M.S.,,Samsung AI Center,Cambridge,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,24,0,,,,,
2-s2.0-85150278485,,,,LEARNING WITH AMIGO: ADVERSARIALLY MOTIVATED INTRINSIC GOALS,cp,Conference Paper,Campero A.,,Massachusetts Institute of Technology,Cambridge,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85150278278,,,,SENSEI: SENSITIVE SET INVARIANCE FOR ENFORCING INDIVIDUAL FAIRNESS,cp,Conference Paper,Yurochkin M.,,IBM Research,Yorktown Heights,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150277885,,,,LEARNING TO SET WAYPOINTS FOR AUDIO-VISUAL NAVIGATION,cp,Conference Paper,Chen C.,,Facebook Research;The University of Texas at Austin,Menlo Park;Austin,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,13,0,,,,,
2-s2.0-85150277818,,,,NOISE AGAINST NOISE: STOCHASTIC LABEL NOISE HELPS COMBAT INHERENT LABEL NOISE,cp,Conference Paper,Chen P.,,Chinese University of Hong Kong,Hong Kong,Hong Kong,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150277694,,,,GEOMETRY-AWARE INSTANCE-REWEIGHTED ADVERSARIAL TRAINING,cp,Conference Paper,Zhang J.,,National University of Singapore;Riken,Singapore City;Wako,Singapore;Japan,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,35,0,,,,,
2-s2.0-85150277280,,,,CHAOS OF LEARNING BEYOND ZERO-SUM AND COORDINATION VIA GAME DECOMPOSITIONS,cp,Conference Paper,Cheung Y.K.,,"Royal Holloway, University of London",Egham,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150277248,,,,A BETTER ALTERNATIVE TO ERROR FEEDBACK FOR COMMUNICATION-EFFICIENT DISTRIBUTED LEARNING,cp,Conference Paper,Horváth S.,,King Abdullah University of Science and Technology,Thuwal,Saudi Arabia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150277120,,,,DRNAS: DIRICHLET NEURAL ARCHITECTURE SEARCH,cp,Conference Paper,Chen X.,,"University of California, Los Angeles",Los Angeles,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,24,0,,,,,
2-s2.0-85150276754,,,,THE GEOMETRY OF DEEP GENERATIVE IMAGE MODELS AND ITS APPLICATIONS,cp,Conference Paper,Wang B.,,Washington University in St. Louis,St. Louis,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,16,0,,,,,
2-s2.0-85150276713,,,,"SELF-SUPERVISED ADVERSARIAL ROBUSTNESS FOR THE LOW-LABEL, HIGH-DATA REGIME",cp,Conference Paper,Gowal S.,,DeepMind Technologies Limited,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150276676,,,,GROUP EQUIVARIANT STAND-ALONE SELF-ATTENTION FOR VISION,cp,Conference Paper,Romero D.W.,,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,5,0,,,,,
2-s2.0-85150276629,,,,MY BODY IS A CAGE: THE ROLE OF MORPHOLOGY IN GRAPH-BASED INCOMPATIBLE CONTROL,cp,Conference Paper,Kurin V.,,University of Oxford,Oxford,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85150276399,,,,OPTIMISM IN REINFORCEMENT LEARNING WITH GENERALIZED LINEAR FUNCTION APPROXIMATION,cp,Conference Paper,Wang Y.,,University of Florida,Gainesville,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150276231,,,,CAPC LEARNING: CONFIDENTIAL AND PRIVATE COLLABORATIVE LEARNING,cp,Conference Paper,Choquette-Choo C.A.,,University of Toronto,Toronto,Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150276090,,,,DENOISING DIFFUSION IMPLICIT MODELS,cp,Conference Paper,Song J.,,Stanford University,Palo Alto,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,37,0,,,,,
2-s2.0-85150276066,,,,ARE WIDER NETS BETTER GIVEN THE SAME NUMBER OF PARAMETERS?,cp,Conference Paper,Golubeva A.,,Perimeter Institute for Theoretical Physics,Waterloo,Canada,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150276036,,,,BIPOINTNET: BINARY NEURAL NETWORK FOR POINT CLOUDS,cp,Conference Paper,Qin H.,,Beihang University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150275622,,,,STABILIZED MEDICAL IMAGE ATTACKS,cp,Conference Paper,Qi G.,,Tencent,Shenzhen,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,1,0,,,,,
2-s2.0-85150275513,,,,CONTRASTIVE SYN-TO-REAL GENERALIZATION,cp,Conference Paper,Chen W.,,The University of Texas at Austin,Austin,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,8,0,,,,,
2-s2.0-85150275404,,,,LOWKEY: LEVERAGING ADVERSARIAL ATTACKS TO PROTECT SOCIAL MEDIA USERS FROM FACIAL RECOGNITION,cp,Conference Paper,Cherepanova V.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,13,0,,,,,
2-s2.0-85150275228,,,,SAMPLE-EFFICIENT AUTOMATED DEEP REINFORCEMENT LEARNING,cp,Conference Paper,Franke J.K.H.,,Universität Freiburg,Freiburg im Breisgau,Germany,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,2,0,,,,,
2-s2.0-85150275220,,,,R-GAP: RECURSIVE GRADIENT ATTACK ON PRIVACY,cp,Conference Paper,Zhu J.,,KU Leuven,3000 Leuven,Belgium,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150275197,,,,ADAMP: SLOWING DOWN THE SLOWDOWN FOR MOMENTUM OPTIMIZERS ON SCALE-INVARIANT WEIGHTS,cp,Conference Paper,Heo B.,,Naver AI Lab,,,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,23,0,,,,,
2-s2.0-85150275171,,,,DEEP PARTITION AGGREGATION: PROVABLE DEFENSES AGAINST GENERAL POISONING ATTACKS,cp,Conference Paper,Levine A.,,"University of Maryland, College Park",College Park,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150275116,,,,ZERO-SHOT SYNTHESIS WITH GROUP-SUPERVISED LEARNING,cp,Conference Paper,Ge Y.,,University of Southern California,Los Angeles,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,3,0,,,,,
2-s2.0-85150274979,,,,LEARNING WITH INSTANCE-DEPENDENT LABEL NOISE: A SAMPLE SIEVE APPROACH,cp,Conference Paper,Cheng H.,,Tencent,Shenzhen,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,25,0,,,,,
2-s2.0-85150274679,,,,A UNIFIED APPROACH TO INTERPRETING AND BOOSTING ADVERSARIAL TRANSFERABILITY,cp,Conference Paper,Wang X.,,Shanghai Jiao Tong University,Shanghai,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85150274647,,,,LEARNING THE PARETO FRONT WITH HYPERNETWORKS,cp,Conference Paper,Navon A.,,Bar-Ilan University,Ramat Gan,Israel,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,10,0,,,,,
2-s2.0-85150273900,,,,IMPROVING ADVERSARIAL ROBUSTNESS VIA CHANNEL-WISE ACTIVATION SUPPRESSING,cp,Conference Paper,Bai Y.,,Tsinghua University,Beijing,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,23,0,,,,,
2-s2.0-85150273866,,,,NAS-BENCH-ASR: REPRODUCIBLE NEURAL ARCHITECTURE SEARCH FOR SPEECH RECOGNITION,cp,Conference Paper,Mehrotra A.,,Samsung AI Center,Cambridge,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,11,0,,,,,
2-s2.0-85150273570,,,,VAEBM: A SYMBIOSIS BETWEEN VARIATIONAL AUTOENCODERS AND ENERGY-BASED MODELS,cp,Conference Paper,Xiao Z.,,NVIDIA;The University of Chicago,Santa Clara;Chicago,United States;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,14,0,,,,,
2-s2.0-85150273421,,,,UNLEARNABLE EXAMPLES: MAKING PERSONAL DATA UNEXPLOITABLE,cp,Conference Paper,Huang H.,,University of Melbourne,Parkville,Australia,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,12,0,,,,,
2-s2.0-85150273347,,,,NEURAL ODE PROCESSES,cp,Conference Paper,Norcliffe A.,,UCL Engineering,London,United Kingdom,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,9,0,,,,,
2-s2.0-85150273274,,,,MARS: MARKOV MOLECULAR SAMPLING FOR MULTI-OBJECTIVE DRUG DISCOVERY,cp,Conference Paper,Xie Y.,,"ByteDance Ltd.;University of Michigan, Ann Arbor",Beijing;Ann Arbor,China;United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
2-s2.0-85150273028,,,,PRIMAL WASSERSTEIN IMITATION LEARNING,cp,Conference Paper,Dadashi R.,,Google LLC,Mountain View,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,7,0,,,,,
2-s2.0-85150272819,,,,MODALS: MODALITY-AGNOSTIC AUTOMATED DATA AUGMENTATION IN THE LATENT SPACE,cp,Conference Paper,Cheung T.H.,,Hong Kong University of Science and Technology,Hong Kong,Hong Kong,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150272813,,,,A CRITIQUE OF SELF-EXPRESSIVE DEEP SUBSPACE CLUSTERING,cp,Conference Paper,Haeffele B.D.,,Johns Hopkins University,Baltimore,United States,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,6,0,,,,,
2-s2.0-85150272190,,,,FASTSPEECH 2: FAST AND HIGH-QUALITY END-TO-END TEXT TO SPEECH,cp,Conference Paper,Ren Y.,,Zhejiang University,Hangzhou,China,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,112,0,,,,,
2-s2.0-85150272046,,,,CHIPNET: BUDGET-AWARE PRUNING WITH HEAVISIDE CONTINUOUS APPROXIMATIONS,cp,Conference Paper,Tiwari R.,,"Indian Institute of Technology (Indian School of Mines), Dhanbad;Universiteit van Amsterdam;Transmute AI Research",Dhanbad;Amsterdam;Amsterdam,India;Netherlands;Netherlands,,,,,2021-01-01,2021,ICLR 2021 - 9th International Conference on Learning Representations,,21101141500,,Conference Proceeding,,,,,,,4,0,,,,,
